식품코드,식품대분류,식품상세분류,1회제공량(g),에너지(㎉),수분(g),단백질(g),지방(g),탄수화물(g),총당류(g),자당(g),포도당(g),과당(g),유당(g),맥아당(g),총 식이섬유(g),칼슘(㎎),철(㎎),마그네슘(㎎),인(㎎),칼륨(㎎),나트륨(㎎),아연(㎎),구리(㎎),망간(㎎),셀레늄(㎍),레티놀(㎍),베타카로틴(㎍),비타민 D3(㎍),토코페롤(㎎),토코트리에놀(㎎),비타민 B1(㎎),비타민 B2(㎎),나이아신(㎎),엽산(DFE)(㎍),비타민 B12(㎍),비타민 C(㎎),총 아미노산(㎎),이소류신(㎎),류신(㎎),라이신(㎎),메티오닌(㎎),페닐알라닌(㎎),트레오닌(㎎),발린(㎎),히스티딘(㎎),아르기닌(㎎),티로신(㎎),시스테인(㎎),알라닌(㎎),아스파르트산(㎎),글루탐산(㎎),글리신(㎎),프롤린(㎎),세린(㎎),콜레스테롤(㎎),총 포화 지방산(g),부티르산(4:0)(g),카프로산(6:0)(g),카프릴산(8:0)(g),카프르산(10:0)(g),라우르산(12:0)(g),미리스트산(14:0)(g),팔미트산(16:0)(g),스테아르산(18:0)(g),아라키드산(20:0)(g),미리스톨레산(14:1)(g),팔미톨레산(16:1)(g),올레산(18:1(n-9))(g),박센산(18:1(n-7))(g),가돌레산(20:1)(g),리놀레산(18:2(n-6)c)(g),알파 리놀렌산(18:3(n-3))(g),감마 리놀렌산(18:3(n-6))(g),에이코사디에노산(20:2(n-6))(g),에이코사트리에노산(20:3(n-6))(g),아라키돈산(20:4(n-6))(g),에이코사펜타에노산(20:5(n-3))(g),도코사펜타에노산(22:5(n-3))(g),도코사헥사에노산(22:6(n-3))(g),트랜스 지방산(g),트랜스 올레산(18:1(n-9)t)(g),트랜스 리놀레산 (18:2t)(g),트랜스 리놀레산(18:3t)(g),회분(g),성분표출처,발행기관
D018124,김치류,김치,70.0,22.0,63.5,1.0,0.5,3.6,1.3,0.0,0.7,0.7,0.0,0.0,1.8,30.07,0.36,17.1,34.73,253.89,332.0,0.18,0.03,0.12,3.89,0.0,201.85,0,0.51,0.0,0.16,0.04,0.86,31.37,0.0,1.54,570.19,23.15,34.92,27.11,6.02,26.65,28.19,35.36,10.59,31.17,12.67,3.37,38.53,74.98,134.01,24.43,29.58,29.45,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,식약처 영양실태조사('20),식품의약품안전처
D018125,김치류,김치,30.0,13.0,26.5,0.8,0.6,1.3,0.5,0.0,0.2,0.3,0.0,0.0,1.2,14.73,0.18,10.11,16.91,134.89,259.16,0.14,0.02,0.1,3.41,0.0,387.17,0,0.58,0.0,0.0,0.04,0.08,8.65,0.0,0.74,463.21,19.63,31.97,29.24,6.68,21.07,19.22,26.95,7.01,26.78,13.26,11.82,39.05,67.16,79.55,22.4,21.06,20.38,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,식약처 영양실태조사('20),식품의약품안전처
D018126,생채및 무침류,나물.채소류무침,80.0,60.0,64.7,4.7,1.1,8.0,3.1,0.0,1.7,0.8,0.0,0.6,5.0,55.42,1.9,29.03,87.31,358.04,220.5,0.66,0.16,0.42,1.74,0.0,219.19,0,1.59,0.02,0.44,0.06,0.0,47.46,0.0,2.04,3859.19,149.5,251.25,219.34,49.34,168.02,164.59,209.18,73.28,297.49,121.96,18.49,209.48,427.21,861.36,152.03,199.22,287.45,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,식약처 영양실태조사('20),식품의약품안전처
D018127,숙채류,나물.숙채류,50.0,17.0,45.9,0.7,0.8,2.1,1.2,0.1,0.5,0.6,0.0,0.0,1.3,11.6,124,8.39,22.54,111.17,137.08,95.98,22.54,79.13,0.56,0.0,61.85,0,0.34,0.01,0.0,0.03,0.33,5.51,0.0,0.4,505.55,22.0,37.8,31.15,5.24,24.67,21.01,29.99,9.22,39.23,14.95,0.77,27.32,54.4,112.39,19.38,30.18,25.88,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,식약처 영양실태조사('20),식품의약품안전처
D018128,숙채류,나물.숙채류,50.0,44.0,41.6,1.8,2.7,3.2,0.0,0.0,0.0,0.0,0.0,0.0,3.2,87.61,8.27,8.27,18.84,49.71,66.46,0.14,0.07,1.54,0.79,0.0,775.49,0,2.26,0.0,0.0,0.11,0.0,1.15,0.0,0.25,1504.74,85.05,152.49,107.42,18.82,98.77,80.17,102.96,38.95,92.05,40.42,2.59,102.84,152.51,213.55,92.46,49.54,74.15,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,식약처 영양실태조사('20),식품의약품안전처
D018129,숙채류,나물.숙채류,50.0,41.0,43.2,0.5,3.5,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.6,55.41,7.74,7.74,14.32,60.93,89.63,0.07,0.02,0.09,0.29,0.0,22.75,0,2.07,0.0,0.0,0.03,0.05,1.22,0.0,0.08,344.79,14.28,31.06,16.76,1.11,17.22,16.55,18.97,8.88,24.47,8.66,5.2,18.16,55.81,73.8,15.51,0.0,18.35,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,1.1,0.1,0.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.7,식약처 영양실태조사('20),식품의약품안전처
D018130,숙채류,나물.숙채류,50.0,44.0,41.5,1.9,2.8,3.1,0.3,0.0,0.2,0.1,0.0,0.0,2.8,34.83,576.35,17.93,31.65,45.14,220.71,379.39,111.78,138.31,0.0,0.0,16.56,0,1.58,0.01,0.0,0.03,0.03,5.12,0.0,0.0,1585.17,76.62,148.14,101.89,22.31,87.64,83.14,101.4,30.44,97.57,56.06,6.98,97.8,156.31,257.09,81.62,83.75,96.41,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.6,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,식약처 영양실태조사('20),식품의약품안전처
D018131,숙채류,나물.숙채류,90.0,79.0,72.4,4.0,4.2,6.4,1.4,0.0,0.8,0.4,0.0,0.1,4.9,183.39,1.14,62.99,65.85,357.66,717.04,0.55,0.21,0.39,2.82,0.0,3239.78,0,3.13,0.0,1.07,0.16,0.18,42.83,0.0,0.0,3951.01,197.7,350.43,312.13,44.06,222.46,184.97,243.24,88.47,306.8,146.41,14.39,213.73,422.04,602.5,217.77,187.59,196.34,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,1.4,0.1,0.0,1.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,3.0,식약처 영양실태조사('20),식품의약품안전처
D018132,숙채류,나물.숙채류,50.0,38.0,42.6,1.3,2.6,2.5,1.0,0.8,0.1,0.1,0.0,0.0,1.2,46.65,0.39,24.24,26.57,260.96,180.79,0.34,0.05,0.91,0.0,0.0,1165.84,0,1.9,0.01,0.0,0.08,1.3,31.17,0.0,1.14,966.81,39.86,80.24,46.7,7.7,59.37,50.07,59.61,18.66,72.53,32.39,0.0,48.72,133.43,167.7,51.41,48.53,49.89,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,식약처 영양실태조사('20),식품의약품안전처
D018133,숙채류,나물.숙채류,60.0,66.0,44.1,3.0,1.8,9.4,6.3,1.9,2.1,1.8,0.0,0.5,3.6,81.36,1.79,20.86,57.24,179.02,430.76,0.42,0.07,0.33,5.0,0.0,866.59,0,2.1,0.02,0.08,0.11,6.38,28.09,0.0,0.0,2836.24,121.51,221.5,182.51,21.59,136.07,122.12,153.98,63.8,257.86,77.31,60.3,156.91,274.62,520.88,140.77,185.51,138.99,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,식약처 영양실태조사('20),식품의약품안전처
D018134,숙채류,나물.숙채류,50.0,65.0,37.7,1.2,3.8,6.6,0.4,0.2,0.1,0.2,0.0,0.0,2.4,23.76,216.76,19.43,26.54,67.55,205.51,148.91,56.0,66.88,0.0,0.0,3.24,0,2.57,0.01,0.0,0.02,0.08,5.4,0.0,0.0,807.78,19.31,33.05,23.52,4.37,22.37,27.9,27.71,13.02,228.9,15.57,0.0,28.22,57.83,235.32,18.61,20.62,31.48,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.9,0.0,0.0,1.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,식약처 영양실태조사('20),식품의약품안전처
D018135,숙채류,나물.숙채류,50.0,28.0,43.4,2.0,1.3,2.4,0.2,0.0,0.0,0.2,0.0,0.0,0.7,119.01,793.36,13.44,37.99,95.71,181.64,264.35,170.09,96.7,12.21,0.76,50.44,0,0.87,0.01,0.01,0.03,0.02,11.6,0.25,1.07,1788.26,78.8,131.15,123.26,33.75,83.59,67.31,88.72,30.27,197.44,71.48,6.3,100.12,187.65,309.78,109.44,82.41,86.8,12.61,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,식약처 영양실태조사('20),식품의약품안전처
D018136,숙채류,나물.숙채류,50.0,10.0,47.0,0.3,0.2,1.8,1.7,0.0,0.8,0.9,0.0,0.0,0.8,12.32,29.84,4.75,5.44,94.17,176.09,92.56,0.64,126.82,0.52,0.0,0.0,0,0.03,0.0,0.07,0.01,0.03,7.62,0.0,0.12,248.93,22.9,0.0,17.45,0.0,7.89,19.72,19.39,18.31,0.0,0,0.0,13.02,28.84,77.24,3.25,0.0,20.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,식약처 영양실태조사('20),식품의약품안전처
D018137,숙채류,나물.숙채류,80.0,60.0,64.9,3.5,1.4,8.6,2.3,1.0,0.7,0.6,0.0,0.0,5.3,142.45,0.66,13.44,61.03,364.67,213.93,0.46,0.1,1.41,2.17,0.0,1599.62,0,5.11,0.02,0.18,0.26,0.03,163.57,0.0,0.0,3265.86,132.55,251.24,197.7,42.69,169.59,151.82,192.5,70.33,204.99,124.19,18.76,159.41,403.88,698.27,153.85,145.33,148.77,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,식약처 영양실태조사('20),식품의약품안전처
D018138,숙채류,나물.숙채류,80.0,49.0,68.9,1.6,1.7,6.8,5.0,1.9,1.6,1.3,0.0,0.2,2.2,30.53,0.45,15.9,43.62,196.58,220.67,0.36,0.06,0.17,1.77,0.0,47.44,0,0.94,0.0,0.0,0.05,0.0,40.69,0.0,6.37,1562.35,48.56,89.06,66.52,15.4,58.7,56.84,72.55,28.39,154.43,44.86,4.81,99.92,143.85,418.65,58.8,121.27,79.77,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,식약처 영양실태조사('20),식품의약품안전처
D018139,숙채류,나물.숙채류,80.0,58.0,67.8,2.8,3.2,4.6,0.7,0.0,0.6,0.1,0.0,0.0,3.0,155.62,0.69,55.89,45.39,271.03,267.73,0.9,0.11,0.81,2.07,0.0,2164.05,0,1.62,0.0,0.2,0.05,0.35,4.04,0.0,0.0,2727.24,140.31,247.37,196.62,22.52,156.38,126.75,170.7,50.94,198.26,94.25,0.0,152.07,301.41,446.97,139.38,142.55,140.77,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.0,1.0,0.0,0.0,1.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,1.6,식약처 영양실태조사('20),식품의약품안전처
D018140,숙채류,나물.숙채류,50.0,17.0,46.0,1.1,0.8,1.5,0.8,0.0,0.3,0.4,0.0,0.0,0.8,7.49,0.18,8.36,17.79,39.77,201.52,0.08,0.09,0.04,0.91,0.0,10.92,0,0.37,0.0,0.01,0.03,0.0,11.57,0.0,0.53,892,43.34,63.92,51.08,7.81,60.11,38.01,61.36,24.07,81.43,33.91,0.0,35.94,195.9,96.11,25.33,34.34,39.33,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,식약처 영양실태조사('20),식품의약품안전처
D018141,숙채류,나물.숙채류,50.0,34.0,43.1,1.9,2.2,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.06,33.3,33.3,29.17,313.49,68.12,0.43,0.08,0.11,0.75,0.0,921.31,0,1.62,0.0,0.0,0.1,0.45,17.32,0.0,0.13,1159.97,64.28,123.71,84.16,3.74,76.44,52.79,73.29,32.41,74.76,16.93,1.09,81.83,117.24,186.25,74.21,43.11,53.74,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.1,식약처 영양실태조사('20),식품의약품안전처
D018142,숙채류,나물.숙채류,50.0,56.0,39.4,2.2,3.6,3.9,0.3,0.0,0.1,0.2,0.0,0.0,3.4,93.15,1860.55,10.06,31.61,37.29,257.08,317.44,101.7,1637.84,1.88,0.0,70.2,0,2.45,0.01,0.14,0.02,0.4,3.82,0.0,0.08,2120.7,101.46,199.92,141.28,25.14,119.81,108.83,139.41,33.74,140.86,72.68,8.64,134.05,247.6,319.91,109.38,107.38,110.64,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.8,0.0,0.0,1.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,식약처 영양실태조사('20),식품의약품안전처
D018143,숙채류,나물.숙채류,90.0,87.0,68.9,3.5,1.6,14.9,1.1,0.3,0.5,0.4,0.0,0.0,4.7,41.19,1.28,34.26,82.56,220.5,183.66,0.88,0.12,0.24,1.78,0.0,44.59,0,1.66,0.0,0.0,0.09,2.31,20.64,0.0,1.28,2442.07,87.34,128.41,129.15,27.57,84.17,90.05,105.02,47.23,650.32,44.07,6.04,93.9,212.64,432.37,85.62,124.43,93.74,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.1,식약처 영양실태조사('20),식품의약품안전처
D018144,볶음류,채소류볶음,50.0,29.0,44.0,0.7,1.8,2.7,0.2,0.0,0.0,0.1,0.0,0.1,1.2,16.91,191.84,10.03,20.14,117.5,223.39,135.52,32.24,80.65,1.03,0.0,68.1,0,1.52,0.0,0.0,0.04,0.29,14.16,0.02,0.0,581.61,29.72,49.72,37.83,0.68,34.71,23.07,30.1,13.87,40.71,27.37,2.16,32.87,77.28,115.59,25.11,12.47,28.34,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,식약처 영양실태조사('20),식품의약품안전처
D018145,숙채류,나물.숙채류,90.0,74.0,75.3,3.5,4.8,4.3,0.5,0.2,0.2,0.2,0.0,0.0,3.6,124.37,0.72,31.51,66.82,431.1,413.89,0.52,0.12,0.62,1.59,0.0,2445.83,0,3.07,0.05,0.0,0.09,0.0,46.02,0.0,3.14,2716.03,120.32,228.65,170.37,15.47,155.82,138.99,166.97,63.34,245.99,91.7,2.45,155.68,283.65,458.87,149.3,126.64,141.82,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,1.4,0.1,0.0,1.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.0,2.1,식약처 영양실태조사('20),식품의약품안전처
D018146,숙채류,나물.숙채류,90.0,61.0,77.5,3.3,3.7,3.7,0.7,0.0,0.4,0.2,0.0,0.0,3.6,115.21,0.73,30.47,64.4,349.11,340.95,0.5,0.12,0.57,3.29,0.0,1511.92,0,2.3,0.07,0.0,0.18,0.0,39.23,0.0,0.3,2910.82,134.02,241.89,161.08,14.06,161.97,138.33,173.17,66.66,258.86,101.82,1.35,157.94,296.44,556.04,155.03,142.3,149.85,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.9,0.0,0.0,1.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,1.8,식약처 영양실태조사('20),식품의약품안전처
D018147,숙채류,나물.숙채류,80.0,66.0,69.9,1.5,6.5,0.4,1.8,0.0,0.8,0.9,0.0,0.0,1.7,35.88,0.38,20.59,49.14,204.41,504.59,0.28,0.06,0.08,2.19,0.22,124.65,0,2.77,0.0,0.06,0.03,0.19,2.59,0.0,1.14,1292.96,45.75,81.11,63.35,18.55,55.25,49.99,62.58,25.01,152.63,49.01,7.56,62.57,108.35,351.29,57.97,39.49,62.51,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,1.4,0.1,0.0,2.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,식약처 영양실태조사('20),식품의약품안전처
D018148,생채및 무침류,나물.채소류무침,90.0,86.0,69.8,5.2,4.1,7.0,1.8,0.3,0.6,0.9,0.0,0.0,4.2,145.12,0.91,34.38,91.44,407.69,1151.4,0.61,0.2,0.37,7.08,0.0,2428.74,0,3.13,0.0,0.05,0.18,0.09,127.81,0.0,2.72,4277.68,179.93,307.58,262.2,42.64,203.39,189.34,238.95,88.02,482.04,121.21,23.37,213.23,471.4,801.87,184.74,257.36,210.41,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.0,1.2,0.1,0.0,1.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,식약처 영양실태조사('20),식품의약품안전처
D018149,생채및 무침류,나물.채소류무침,90.0,53.0,79.7,2.3,3.3,3.7,0.6,0.1,0.3,0.2,0.0,0.0,3.3,79.4,0.58,20.61,40.81,137.95,196.57,0.25,0.29,0.24,0.91,0.0,222.3,0,2.51,0.0,0.0,0.04,0.0,9.01,0.0,0.96,1903.48,77.16,156.72,115.86,25.08,112.65,94.31,118.17,45.23,184.5,70.08,10.2,102.44,190.95,313.56,100.74,86.99,98.84,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.0,1.2,0.0,0.0,1.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,식약처 영양실태조사('20),식품의약품안전처
D018150,생채및 무침류,나물.채소류무침,90.0,39.0,80.8,2.8,1.5,3.7,0.8,0.0,0.5,0.2,0.0,0.0,4.1,88.78,0.69,22.56,39.35,206.5,211.4,0.5,0.18,0.48,0.89,0.0,236.01,0,2.93,0.0,0.0,0.06,2.4,8.69,0.0,0.65,2359.63,100.63,201.91,182.04,36.15,136.62,122.67,143.66,53.57,162.39,94.24,4.9,138.86,245.07,370.66,130.22,115.67,120.38,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,식약처 영양실태조사('20),식품의약품안전처
D018151,생채및 무침류,나물.채소류무침,90.0,83.0,74.8,3.5,5.3,5.3,1.7,0.2,0.6,0.9,0.0,0.0,5.0,33.22,0.73,24.0,74.84,228.11,182.96,0.5,0.1,0.33,1.28,0.0,137.43,0,3.95,0.0,0.14,0.08,0.0,34.41,0.0,0.0,3072.36,124.46,224.76,191.97,20.15,159.3,128.73,159.71,72.13,356.3,110.67,15.44,143.05,410.67,535.67,123.79,129.75,165.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,1.6,0.0,0.0,2.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,식약처 영양실태조사('20),식품의약품안전처
D018152,생채및 무침류,나물.채소류무침,50.0,34.0,43.5,1.9,2.3,1.6,0.3,0.0,0.0,0.2,0.0,0.0,0.8,26.23,0.29,14.47,34.24,64.64,193.59,0.17,0.08,0.15,0.77,0.0,20.6,0,1.39,0.01,0.05,0.03,0.19,12.21,0.0,0.32,1563.13,66.5,113.69,80.72,15.26,87.02,68.29,84.73,33.87,138.92,57.76,20.98,70.74,296.84,222.59,58.98,60.58,85.67,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,식약처 영양실태조사('20),식품의약품안전처
D018153,숙채류,나물.숙채류,90.0,61.0,77.1,4.6,3.0,3.8,0.3,0.1,0.2,0.1,0.0,0.0,3.0,273.38,2.23,31.34,88.18,93.42,199.95,0.66,0.36,0.51,19.96,0.0,62.95,0,3.28,0.03,0.07,0.04,0.0,13.34,0.57,0.0,4382.65,170.96,307.72,279.81,84.41,200.99,159.72,214.53,86.89,512.46,149.68,44.54,220.48,438.06,875.64,231.32,195.73,209.73,21.97,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.6,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,식약처 영양실태조사('20),식품의약품안전처
D018154,생채및 무침류,어패류무침,90.0,67.0,73.0,1.7,1.9,11.0,6.3,4.5,0.6,0.2,0.0,0.9,5.7,81.91,0.83,40.81,28.47,444.59,540.29,0.18,0.04,0.17,5.39,0.0,157.08,0,1.71,0.03,0.0,0.08,0.74,22.4,0.1,1.78,1554.12,66.38,116.97,88.77,31.23,76.36,70.48,89.86,27.19,132.0,54.26,1.48,98.69,175.52,290.6,78.4,80.29,75.64,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,식약처 영양실태조사('20),식품의약품안전처
D018155,면 및 만두류,중식면류,500.0,625.0,366.7,25.6,24.4,75.7,4.3,0.0,3.8,0.4,0.0,0.0,7.5,59.04,2.69,58.41,265.09,623.6,2276.22,4.45,0.1,1.76,42.04,0.0,0.0,0,11.23,0.0,1.2,1.06,0.56,45.23,0.0,22.83,23679.51,851.38,1763.1,1376.37,453.07,996.4,918.43,889.18,721.58,1172.05,775.95,532.18,1078.86,1811.54,6954.33,1008.28,1247.88,1128.95,30.23,4.0,0.0,0.0,0.0,0.0,0.0,0.1,2.7,1.2,0.1,0.0,0.1,4.9,0.4,0.0,8.4,1.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.1,7.6,식약처 영양실태조사('20),식품의약품안전처
D018156,면 및 만두류,만두류,220.0,350.0,142.4,27.2,9.8,38.3,0.4,0.0,0.0,0.4,0.0,0.0,5.1,43.15,2.27,58.37,257.01,409.02,453.13,2.8,0.1,0.47,45.61,0.0,163.46,0,3.37,0.14,0.75,0.2,0.65,30.61,0.23,0.0,22319.98,793.06,1717.2,1644.56,479.85,970.75,1001.95,872.25,799.9,1348.43,594.15,398.37,1236.53,2021.06,5207.97,1035.22,1032.77,1165.95,43.81,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.4,0.0,0.0,0.1,1.5,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,식약처 영양실태조사('20),식품의약품안전처
D018157,면 및 만두류,만두류,220.0,514.0,119.6,15.5,25.3,56.3,6.1,2.5,0.8,0.9,0.0,1.9,7.7,89.97,1.8,58.12,197.67,471.04,846.06,1.09,0.26,0.72,50.09,1.46,414.02,0,4.68,0.0,0.0,0.14,23.69,78.9,0.52,10.33,15987.93,663.52,1219.39,789.61,251.17,826.84,621.92,833.8,399.83,921.62,425.06,155.33,721.67,1283.02,3917.89,841.66,1295.45,820.13,20.88,7.2,0.0,0.0,0.0,0.0,0.0,0.3,4.7,2.2,0.1,0.0,0.4,8.5,0.6,0.2,7.0,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,3.3,식약처 영양실태조사('20),식품의약품안전처
D018158,면 및 만두류,만두류,220.0,334.0,146.0,22.5,10.5,37.4,0.8,0.1,0.0,0.2,0.0,0.4,4.6,39.63,1.82,42.6,204.72,485.35,865.26,3.28,0.09,0.5,57.33,0.0,149.87,0,1.27,0.09,1.12,0.19,1.69,33.96,0.46,0.0,17202.83,593.08,1324.33,1165.89,233.1,754.86,756.61,669.33,581.11,915.41,362.93,322.52,965.87,1383.82,4488.2,837.23,977.95,870.6,51.19,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,식약처 영양실태조사('20),식품의약품안전처
